Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Accession-2,replicon
FY484_RS10925,VC_t077,2332139,2332225,FY484_RS10925-tRNA,,AE003852.1
FY484_RS03525,VC_0667,714595,715654,FY484_RS03525-MONOMER,,AE003852.1
FY484_RS01610,VC_r007,324146,325681,FY484_RS01610-rRNA,,AE003852.1
FY484_RS17215,VC_A0641,577435,577855,FY484_RS17215-MONOMER,,AE003853.1
FY484_RS08810,VC_t062,1895691,1895779,FY484_RS08810-tRNA,,AE003852.1
FY484_RS05915,cmoA,0,729,FY484_RS05915-MONOMER,,cmoA
FY484_RS00300,VC_r001,53822,55357,FY484_RS00300-rRNA,,AE003852.1
FY484_RS19410,VC_A1111,1065896,1066499,FY484_RS19410-MONOMER,,AE003853.1
FY484_RS08080,VC_1607,1721864,1722839,FY484_RS08080-MONOMER,,AE003852.1
FY484_RS03730,VC_t049,764378,764454,FY484_RS03730-tRNA,,AE003852.1
FY484_RS10215,VC_2044,2202605,2202938,FY484_RS10215-MONOMER,,AE003852.1
FY484_RS13725,VC_r024,2937465,2939001,FY484_RS13725-rRNA,,AE003852.1
FY484_RS12235,rnc,0,678,FY484_RS12235-MONOMER,,rnc
FY484_RS02400,VC_t034,481174,481250,FY484_RS02400-tRNA,,AE003852.1
FY484_RS01200,kdkA,0,708,FY484_RS01200-MONOMER,,kdkA
FY484_RS12425,VC_t085,2679743,2679820,FY484_RS12425-tRNA,,AE003852.1
FY484_RS14375,tssL,0,774,FY484_RS14375-MONOMER,,tssL
FY484_RS01805,VC_t021,362317,362394,FY484_RS01805-tRNA,,AE003852.1
FY484_RS03435,VC_0649,693487,693907,FY484_RS03435-MONOMER,,AE003852.1
FY484_RS10910,VC_t074,2331814,2331889,FY484_RS10910-tRNA,,AE003852.1
FY484_RS17130,tkt,0,1998,FY484_RS17130-MONOMER,,tkt;FY484_RS02535
FY484_RS00885,VC_t008,167435,167512,FY484_RS00885-tRNA,,AE003852.1
FY484_RS05820,clpA,0,2271,FY484_RS05820-MONOMER,,clpA
FY484_RS08020,VC_t060,1712294,1712371,FY484_RS08020-tRNA,,AE003852.1
FY484_RS19315,cheD,0,702,FY484_RS19315-MONOMER,,cheD
FY484_RS07960,VC_1587,1698456,1698897,FY484_RS07960-MONOMER,,AE003852.1
FY484_RS03385,VC_t047,682927,683011,FY484_RS03385-tRNA,,AE003852.1
FY484_RS10105,rpmF,0,171,FY484_RS10105-MONOMER,,rpmF
FY484_RS13710,VC_t092,2937120,2937196,FY484_RS13710-tRNA,,AE003852.1
FY484_RS12145,VC_2442,2620682,2621984,FY484_RS12145-MONOMER,,AE003852.1
FY484_RS02380,VC_t031,478594,478670,FY484_RS02380-tRNA,,AE003852.1
FY484_RS01110,VC_0209,216557,217424,FY484_RS01110-MONOMER,,AE003852.1
FY484_RS12410,rrf,0,116,FY484_RS12410-RNA,,rrf;FY484_RS12410
FY484_RS14290,pncB,0,1308,FY484_RS14290-MONOMER,,pncB
FY484_RS01790,VC_t018,361860,361936,FY484_RS01790-tRNA,,AE003852.1
FY484_RS03340,ompU,0,1026,FY484_RS03340-MONOMER,,ompU
FY484_RS10895,VC_t071,2331484,2331570,FY484_RS10895-tRNA,,AE003852.1
FY484_RS17040,phnW,0,1104,FY484_RS17040-MONOMER,,phnW
FY484_RS00830,VC_t005,156205,156296,FY484_RS00830-tRNA,,AE003852.1
FY484_RS05740,mnmA,0,1116,FY484_RS05740-MONOMER,,mnmA
FY484_RS06170,VC_t057,1293989,1294065,FY484_RS06170-tRNA,,AE003852.1
FY484_RS05455,arsR,0,342,FY484_RS05455-MONOMER,,arsR
FY484_RS19235,VC_A1072,1022842,1023541,FY484_RS19235-MONOMER,,AE003853.1
FY484_RS07875,varF,0,702,FY484_RS07875-MONOMER,,varF
FY484_RS10025,cydH,0,90,FY484_RS10025-MONOMER,,cydH
FY484_RS12065,pilD,0,876,FY484_RS12065-MONOMER,,pilD
FY484_RS01015,uvrD,0,2172,FY484_RS01015-MONOMER,,uvrD
FY484_RS14175,VC_A0075,84088,84556,FY484_RS14175-MONOMER,,AE003853.1
FY484_RS03250,VC_0615,649663,651388,FY484_RS03250-MONOMER,,AE003852.1
FY484_RS16955,VC_A0585,523047,523659,FY484_RS16955-MONOMER,,AE003853.1
FY484_RS05655,bioA,0,1281,FY484_RS05655-MONOMER,,bioA
FY484_RS05355,aphB,0,876,FY484_RS05355-MONOMER,,aphB
FY484_RS19145,VC_A1052,1002303,1003026,FY484_RS19145-MONOMER,,AE003853.1
FY484_RS07795,VC_1550,1662636,1663518,FY484_RS07795-MONOMER,,AE003852.1
FY484_RS09940,purU,0,834,FY484_RS09940-MONOMER,,purU
FY484_RS11975,ftsL,0,321,FY484_RS11975-MONOMER,,ftsL
FY484_RS00910,VC_0170,168531,170247,FY484_RS00910-MONOMER,,AE003852.1
FY484_RS14090,VC_A0055,62336,63305,FY484_RS14090-MONOMER,,AE003853.1
FY484_RS03170,sfsA,0,735,FY484_RS03170-MONOMER,,sfsA
FY484_RS16870,vxrD,0,1167,FY484_RS16870-MONOMER,,vxrD
FY484_RS05575,VC_1094,1162308,1163283,FY484_RS05575-MONOMER,,AE003852.1
FY484_RS05255,VC_1031,1097087,1097528,FY484_RS05255-MONOMER,,AE003852.1
FY484_RS19055,VC_A1034,984001,986002,FY484_RS19055-MONOMER,,AE003853.1
FY484_RS07710,VC_1533,1645742,1646480,FY484_RS07710-MONOMER,,AE003852.1
FY484_RS09840,menC,0,999,FY484_RS09840-MONOMER,,menC
FY484_RS11895,dapB,0,810,FY484_RS11895-MONOMER,,dapB
FY484_RS00760,rpoH,0,861,FY484_RS00760-MONOMER,,rpoH
FY484_RS13980,VC_A0030,36684,37527,FY484_RS13980-MONOMER,,AE003853.1
FY484_RS03080,VC_0578,608089,608659,FY484_RS03080-MONOMER,,AE003852.1
FY484_RS16760,VC_A0545,481977,483720,FY484_RS16760-MONOMER,,AE003853.1
FY484_RS05160,nth,0,642,FY484_RS05160-MONOMER,,nth
FY484_RS18965,nhaD,0,1434,FY484_RS18965-MONOMER,,nhaD
FY484_RS07620,VC_1515,1628112,1628769,FY484_RS07620-MONOMER,,AE003852.1
FY484_RS09755,chiA1,0,2541,FY484_RS09755-MONOMER,,chiA1
FY484_RS11800,gltB1,0,4545,FY484_RS11800-MONOMER,,gltB1
FY484_RS00660,cdpA,0,2490,FY484_RS00660-MONOMER,,cdpA
FY484_RS13870,VC_A0007,5572,6520,FY484_RS13870-MONOMER,,AE003853.1
FY484_RS03000,ffh,0,1386,FY484_RS03000-MONOMER,,ffh
FY484_RS16665,VC_A0524,458388,459351,FY484_RS16665-MONOMER,,AE003853.1
FY484_RS05075,VC_0992,1056820,1058407,FY484_RS05075-MONOMER,,AE003852.1
FY484_RS18880,VC_A0994,948320,949301,FY484_RS18880-MONOMER,,AE003853.1
FY484_RS07530,prc,0,1998,FY484_RS07530-MONOMER,,prc
FY484_RS09675,VC_1936,2087586,2088519,FY484_RS09675-MONOMER,,AE003852.1
FY484_RS11715,VC_2356,2511797,2513228,FY484_RS11715-MONOMER,,AE003852.1
FY484_RS00570,VC_0112,107408,108080,FY484_RS00570-MONOMER,,AE003852.1
FY484_RS13775,atpC,0,423,FY484_RS13775-MONOMER,,atpC
FY484_RS02880,pncC,0,507,FY484_RS02880-MONOMER,,pncC
FY484_RS16560,VC_A0504,433309,433678,FY484_RS16560-MONOMER,,AE003853.1
FY484_RS04980,chiP,0,1050,FY484_RS04980-MONOMER,,chiP
FY484_RS18795,VC_A0977,924884,926504,FY484_RS18795-MONOMER,,AE003853.1
FY484_RS07435,VC_1476,0,552,FY484_RS07435-MONOMER,,VC_1476
FY484_RS09575,rpsA,0,1671,FY484_RS09575-MONOMER,,rpsA
FY484_RS11630,FY484_RS11630,0,3075,FY484_RS11630-MONOMER,,FY484_RS11630
FY484_RS00475,VC_0089,86573,87575,FY484_RS00475-MONOMER,,AE003852.1
FY484_RS02800,folK,0,504,FY484_RS02800-MONOMER,,folK;FY484_RS03150
FY484_RS13635,VC_2747,2920669,2921260,FY484_RS13635-MONOMER,,AE003852.1
FY484_RS16425,VC_A0479,420655,421111,FY484_RS16425-MONOMER,,AE003853.1
FY484_RS04890,VC_0954,1018029,1018671,FY484_RS04890-MONOMER,,AE003852.1
FY484_RS07300,VC_1452,1564151,1564376,FY484_RS07300-MONOMER,,AE003852.1
FY484_RS09490,hinT,0,351,FY484_RS09490-MONOMER,,hinT
FY484_RS11540,mltA,0,1107,FY484_RS11540-MONOMER,,mltA
FY484_RS00385,asnC,0,462,FY484_RS00385-MONOMER,,asnC
FY484_RS02695,VC_0506,537549,538284,FY484_RS02695-MONOMER,,AE003852.1
FY484_RS13550,gspH,0,585,FY484_RS13550-MONOMER,,gspH
FY484_RS16255,VC_A0455,406384,406981,FY484_RS16255-MONOMER,,AE003853.1
FY484_RS04805,vpsN,0,525,FY484_RS04805-MONOMER,,vpsN
FY484_RS18620,VC_A0939,890252,891218,FY484_RS18620-MONOMER,,AE003853.1
FY484_RS07205,uspE,0,948,FY484_RS07205-MONOMER,,uspE
FY484_RS09405,msbA,0,1749,FY484_RS09405-MONOMER,,msbA
FY484_RS11440,nqrE,0,597,FY484_RS11440-MONOMER,,nqrE
FY484_RS00265,purE,0,486,FY484_RS00265-MONOMER,,purE
FY484_RS02585,VC_0483,513479,514196,FY484_RS02585-MONOMER,,AE003852.1
FY484_RS13460,recG,0,2079,FY484_RS13460-MONOMER,,recG
FY484_RS16090,VC_A0425,388984,389410,FY484_RS16090-MONOMER,,AE003853.1
FY484_RS04710,vpsU,0,501,FY484_RS04710-MONOMER,,vpsU
FY484_RS18515,hutD,0,780,FY484_RS18515-MONOMER,,hutD
FY484_RS07110,hcp-1,0,519,FY484_RS07110-MONOMER,,hcp-1
FY484_RS09320,VC_1862,2001810,2002593,FY484_RS09320-MONOMER,,AE003852.1
FY484_RS11360,proB,0,1134,FY484_RS11360-MONOMER,,proB
FY484_RS00180,VC_0035,33276,34299,FY484_RS00180-MONOMER,,AE003852.1
FY484_RS02500,ruvX,0,423,FY484_RS02500-MONOMER,,ruvX
FY484_RS13375,cpxA,0,1395,FY484_RS13375-MONOMER,,cpxA
FY484_RS15930,VC_A0401,375132,375546,FY484_RS15930-MONOMER,,AE003853.1
FY484_RS04610,xni,0,780,FY484_RS04610-MONOMER,,xni
FY484_RS18425,pgl,0,717,FY484_RS18425-MONOMER,,pgl
FY484_RS07015,VC_1394,1485192,1486428,FY484_RS07015-MONOMER,,AE003852.1
FY484_RS09240,ruvA,0,615,FY484_RS09240-MONOMER,,ruvA
FY484_RS11280,frr,0,558,FY484_RS11280-MONOMER,,frr
FY484_RS00060,dnaN,0,1101,FY484_RS00060-MONOMER,,dnaN
FY484_RS02420,mltC,0,1128,FY484_RS02420-MONOMER,,mltC
FY484_RS13290,hslU,0,1332,FY484_RS13290-MONOMER,,hslU
FY484_RS15760,VC_A0374,358748,359786,FY484_RS15760-MONOMER,,AE003853.1
FY484_RS04525,rpmJ,0,114,FY484_RS04525-MONOMER,,rpmJ;FY484_RS12815
FY484_RS18290,cydB,0,1137,FY484_RS18290-MONOMER,,cydB;FY484_RS09225
FY484_RS06910,VC_1370,1459752,1461084,FY484_RS06910-MONOMER,,AE003852.1
FY484_RS09160,VC_1828,1970702,1971155,FY484_RS09160-MONOMER,,AE003852.1
FY484_RS11200,VC_2240,2393995,2394520,FY484_RS11200-MONOMER,,AE003852.1
FY484_RS02295,VC_0433,463651,465058,FY484_RS02295-MONOMER,,AE003852.1
FY484_RS13195,epmA,0,975,FY484_RS13195-MONOMER,,epmA
FY484_RS15595,relE2,0,279,FY484_RS15595-MONOMER,,relE2
FY484_RS04430,dnaJ,0,1146,FY484_RS04430-MONOMER,,dnaJ
FY484_RS18175,VC_A0848,789917,790898,FY484_RS18175-MONOMER,,AE003853.1
FY484_RS06820,VC_1350,1440715,1441189,FY484_RS06820-MONOMER,,AE003852.1
FY484_RS09080,VC_1810,1953460,1953664,FY484_RS09080-MONOMER,,AE003852.1
FY484_RS11120,rluF,0,987,FY484_RS11120-MONOMER,,rluF
FY484_RS02205,mreB,0,1044,FY484_RS02205-MONOMER,,mreB
FY484_RS13115,mrcA,0,2478,FY484_RS13115-MONOMER,,mrcA
FY484_RS15450,VC_A0329,330451,330703,FY484_RS15450-MONOMER,,AE003853.1
FY484_RS04330,toxT,0,831,FY484_RS04330-MONOMER,,toxT
FY484_RS18080,ectA,0,543,FY484_RS18080-MONOMER,,ectA
FY484_RS06735,VC_1333,1416671,1417223,FY484_RS06735-MONOMER,,AE003852.1
FY484_RS08930,nanK,0,864,FY484_RS08930-MONOMER,,nanK
FY484_RS11030,flgM,0,324,FY484_RS11030-MONOMER,,flgM
FY484_RS02115,ssb,0,534,FY484_RS02115-MONOMER,,ssb
FY484_RS13035,pabA,0,582,FY484_RS13035-MONOMER,,pabA
FY484_RS15315,VC_A0307,319122,319800,FY484_RS15315-MONOMER,,AE003853.1
FY484_RS04240,aldA,0,1521,FY484_RS04240-MONOMER,,aldA
FY484_RS17995,VC_A0806,750926,751400,FY484_RS17995-MONOMER,,AE003853.1
FY484_RS06645,VC_1313,1395060,1396692,FY484_RS06645-MONOMER,,AE003852.1
FY484_RS08835,motB,0,735,FY484_RS08835-MONOMER,,motB
FY484_RS10950,flaC,0,1134,FY484_RS10950-MONOMER,,flaC
FY484_RS01995,VC_0377,393035,393497,FY484_RS01995-MONOMER,,AE003852.1
FY484_RS12945,VC_2601,2770506,2771142,FY484_RS12945-MONOMER,,AE003852.1
FY484_RS15150,VC_A0282,301669,302650,FY484_RS15150-MONOMER,,AE003853.1
FY484_RS04135,citD,0,297,FY484_RS04135-MONOMER,,citD
FY484_RS17895,VC_A0784,727579,728788,FY484_RS17895-MONOMER,,AE003853.1
FY484_RS06555,thiD,0,849,FY484_RS06555-MONOMER,,thiD
FY484_RS08735,VC_1741,1877854,1878529,FY484_RS08735-MONOMER,,AE003852.1
FY484_RS10790,VC_2167,2314666,2315104,FY484_RS10790-MONOMER,,AE003852.1
FY484_RS01915,rpsL,0,375,FY484_RS01915-MONOMER,,rpsL
FY484_RS12865,rplX,0,318,FY484_RS12865-MONOMER,,rplX
FY484_RS15040,VC_A0258,278540,279053,FY484_RS15040-MONOMER,,AE003853.1
FY484_RS04040,viuP,0,960,FY484_RS04040-MONOMER,,viuP
FY484_RS17805,ltaE,0,1008,FY484_RS17805-MONOMER,,ltaE
FY484_RS06470,cosR,0,480,FY484_RS06470-MONOMER,,cosR
FY484_RS08640,torR,0,705,FY484_RS08640-MONOMER,,torR
FY484_RS10710,VC_2147,2301925,2302282,FY484_RS10710-MONOMER,,AE003852.1
FY484_RS01785,orn,0,546,FY484_RS01785-MONOMER,,orn
FY484_RS12785,VC_2569,2750485,2750968,FY484_RS12785-MONOMER,,AE003852.1
FY484_RS14940,VC_A0237,257927,258497,FY484_RS14940-MONOMER,,AE003853.1
FY484_RS03960,hisS,0,1269,FY484_RS03960-MONOMER,,hisS
FY484_RS17705,FY484_RS17705,0,855,FY484_RS17705-MONOMER,,FY484_RS17705
FY484_RS06375,VC_1260,1334128,1335028,FY484_RS06375-MONOMER,,AE003852.1
FY484_RS08555,yciA,0,420,FY484_RS08555-MONOMER,,yciA
FY484_RS10630,fliH,0,801,FY484_RS10630-MONOMER,,fliH
FY484_RS01700,rplK,0,429,FY484_RS01700-MONOMER,,rplK
FY484_RS12705,VC_2552,2734526,2735255,FY484_RS12705-MONOMER,,AE003852.1
FY484_RS14850,VC_A0217,234163,235243,FY484_RS14850-MONOMER,,AE003853.1
FY484_RS03880,secF,0,948,FY484_RS03880-MONOMER,,secF
FY484_RS17590,VC_A0723,666527,667838,FY484_RS17590-MONOMER,,AE003853.1
FY484_RS06285,cobC,0,603,FY484_RS06285-MONOMER,,cobC
FY484_RS08450,sapC,0,888,FY484_RS08450-MONOMER,,sapC
FY484_RS10540,VC_2113,2270622,2271153,FY484_RS10540-MONOMER,,AE003852.1
FY484_RS01565,VC_0303,311276,314720,FY484_RS01565-MONOMER,,AE003852.1
FY484_RS12620,mgtE,0,1353,FY484_RS12620-MONOMER,,mgtE;FY484_RS08315
FY484_RS14735,nhaC,0,1284,FY484_RS14735-MONOMER,,nhaC
FY484_RS03795,ppk1,0,2106,FY484_RS03795-MONOMER,,ppk1
FY484_RS17490,VC_A0702,642654,643803,FY484_RS17490-MONOMER,,AE003853.1
FY484_RS06195,pheS,0,984,FY484_RS06195-MONOMER,,pheS
FY484_RS08370,VC_1666,1798284,1798947,FY484_RS08370-MONOMER,,AE003852.1
FY484_RS10460,pgm,0,1647,FY484_RS10460-MONOMER,,pgm
FY484_RS01470,vciB,0,678,FY484_RS01470-MONOMER,,vciB
FY484_RS12535,VC_2516,2703902,2704232,FY484_RS12535-MONOMER,,AE003852.1
FY484_RS14640,VC_A0173,190168,190657,FY484_RS14640-MONOMER,,AE003853.1
FY484_RS03690,nspS,0,1041,FY484_RS03690-MONOMER,,nspS
FY484_RS17400,VC_A0681,616343,617639,FY484_RS17400-MONOMER,,AE003853.1
FY484_RS06095,hutH,0,1536,FY484_RS06095-MONOMER,,hutH
FY484_RS17385,napB,0,456,FY484_RS17385-MONOMER,,napB
FY484_RS06080,VC_1199,1273413,1273881,FY484_RS06080-MONOMER,,AE003852.1
FY484_RS08255,VC_1642,1767752,1768154,FY484_RS08255-MONOMER,,AE003852.1
FY484_RS10365,VC_2075,2232808,2233252,FY484_RS10365-MONOMER,,AE003852.1
FY484_RS01370,VC_0262,267391,268363,FY484_RS01370-MONOMER,,AE003852.1
FY484_RS12395,VC_2494,2675108,2675900,FY484_RS12395-MONOMER,,AE003852.1
FY484_RS14540,VC_A0151,168621,169974,FY484_RS14540-MONOMER,,AE003853.1
FY484_RS03590,ileS,0,2850,FY484_RS03590-MONOMER,,ileS
FY484_RS17290,VC_A0656,591627,592599,FY484_RS17290-MONOMER,,AE003853.1
FY484_RS05985,rluB,0,966,FY484_RS05985-MONOMER,,rluB
FY484_RS19600,FY484_RS19600,0,90,FY484_RS19600-MONOMER,,FY484_RS19600
FY484_RS08160,nspC,0,1134,FY484_RS08160-MONOMER,,nspC;FY484_RS08160
FY484_RS10285,flrD,0,504,FY484_RS10285-MONOMER,,flrD
FY484_RS01260,wavL,0,1773,FY484_RS01260-MONOMER,,wavL
FY484_RS12310,FY484_RS12310,0,576,FY484_RS12310-MONOMER,,FY484_RS12310
FY484_RS14450,rbsK,0,921,FY484_RS14450-MONOMER,,rbsK
FY484_RS03505,prfB,0,1099,FY484_RS03505-MONOMER,,prfB
FY484_RS17200,VC_A0638,572692,575896,FY484_RS17200-MONOMER,,AE003853.1
FY484_RS05900,VC_1161,1232639,1234148,FY484_RS05900-MONOMER,,AE003852.1
FY484_RS19395,VC_A1108,1062829,1063627,FY484_RS19395-MONOMER,,AE003853.1
FY484_RS08050,cheV1,0,978,FY484_RS08050-MONOMER,,cheV1
FY484_RS10190,VC_2041,2197376,2199179,FY484_RS10190-MONOMER,,AE003852.1
FY484_RS12220,pdxJ,0,732,FY484_RS12220-MONOMER,,pdxJ
FY484_RS01185,wavA,0,1038,FY484_RS01185-MONOMER,,wavA
FY484_RS14360,tagH,0,1488,FY484_RS14360-MONOMER,,tagH
FY484_RS03420,rpsO,0,270,FY484_RS03420-MONOMER,,rpsO
FY484_RS17110,sseA,0,831,FY484_RS17110-MONOMER,,sseA
FY484_RS05805,icd,0,2226,FY484_RS05805-MONOMER,,icd
FY484_RS19300,VC_A1087,1043206,1043506,FY484_RS19300-MONOMER,,AE003853.1
FY484_RS07945,VC_1583,1695313,1695829,FY484_RS07945-MONOMER,,AE003852.1
FY484_RS10090,fabD,0,924,FY484_RS10090-MONOMER,,fabD
FY484_RS12130,VC_2439,2616434,2617736,FY484_RS12130-MONOMER,,AE003852.1
FY484_RS01095,murQ1,0,903,FY484_RS01095-MONOMER,,murQ1
FY484_RS14265,VC_A0094,101795,102152,FY484_RS14265-MONOMER,,AE003853.1
FY484_RS03325,shyC,0,1302,FY484_RS03325-MONOMER,,shyC
FY484_RS17025,VC_A0601,537160,538939,FY484_RS17025-MONOMER,,AE003853.1
FY484_RS05725,VC_1125,1192748,1193276,FY484_RS05725-MONOMER,,AE003852.1
FY484_RS05430,VC_1064,1131566,1131998,FY484_RS05430-MONOMER,,AE003852.1
FY484_RS19215,VC_A1068,1017945,1018428,FY484_RS19215-MONOMER,,AE003853.1
FY484_RS07860,varC,0,1260,FY484_RS07860-MONOMER,,varC
FY484_RS10010,VC_2007,2159326,2160544,FY484_RS10010-MONOMER,,AE003852.1
FY484_RS12050,pilA,0,462,FY484_RS12050-MONOMER,,pilA
FY484_RS01000,gorA,0,1353,FY484_RS01000-MONOMER,,gorA
FY484_RS14160,pstA2,0,864,FY484_RS14160-MONOMER,,pstA2
FY484_RS03235,chbP,0,2406,FY484_RS03235-MONOMER,,chbP
FY484_RS16940,VC_A0582,520898,521381,FY484_RS16940-MONOMER,,AE003853.1
FY484_RS05640,lolA,0,597,FY484_RS05640-MONOMER,,lolA
FY484_RS05340,fadI,0,1308,FY484_RS05340-MONOMER,,fadI
FY484_RS19125,VC_A1048,998828,999764,FY484_RS19125-MONOMER,,AE003853.1
FY484_RS07780,ttpC,0,1374,FY484_RS07780-MONOMER,,ttpC
FY484_RS09910,VC_1987,2139776,2140385,FY484_RS09910-MONOMER,,AE003852.1
FY484_RS11960,murF,0,1362,FY484_RS11960-MONOMER,,murF
FY484_RS00860,VC_0166,163665,164262,FY484_RS00860-MONOMER,,AE003852.1
FY484_RS14060,VC_A0048,56059,56449,FY484_RS14060-MONOMER,,AE003853.1
FY484_RS03155,pcnB,0,1374,FY484_RS03155-MONOMER,,pcnB
FY484_RS16850,pntB,0,1377,FY484_RS16850-MONOMER,,pntB
FY484_RS05560,VC_1091,1158667,1160299,FY484_RS05560-MONOMER,,AE003852.1
FY484_RS05240,moaD,0,246,FY484_RS05240-MONOMER,,moaD
FY484_RS19035,VC_A1030,979483,979735,FY484_RS19035-MONOMER,,AE003853.1
FY484_RS07685,VC_1528,1643195,1643576,FY484_RS07685-MONOMER,,AE003852.1
FY484_RS09825,VC_1968,2120029,2120575,FY484_RS09825-MONOMER,,AE003852.1
FY484_RS11865,VC_2387,2552248,2552866,FY484_RS11865-MONOMER,,AE003852.1
FY484_RS00745,ftsY,0,1176,FY484_RS00745-MONOMER,,ftsY
FY484_RS13960,VC_A0026,31967,32603,FY484_RS13960-MONOMER,,AE003853.1
FY484_RS03065,petC,0,738,FY484_RS03065-MONOMER,,petC
FY484_RS16745,VC_A0542,478272,479178,FY484_RS16745-MONOMER,,AE003853.1
FY484_RS05145,VC_1008,1078368,1079253,FY484_RS05145-MONOMER,,AE003852.1
FY484_RS18950,VC_A1011,961259,961898,FY484_RS18950-MONOMER,,AE003853.1
FY484_RS07605,VC_1512,1624351,1624960,FY484_RS07605-MONOMER,,AE003852.1
FY484_RS09740,VC_1949,2098431,2100258,FY484_RS09740-MONOMER,,AE003852.1
FY484_RS11785,arcB,0,2358,FY484_RS11785-MONOMER,,arcB
FY484_RS00645,VC_0127,121337,122036,FY484_RS00645-MONOMER,,AE003852.1
FY484_RS13845,rctB,0,1977,FY484_RS13845-MONOMER,,rctB
FY484_RS02985,luxS,0,519,FY484_RS02985-MONOMER,,luxS
FY484_RS16640,sbcD,0,1140,FY484_RS16640-MONOMER,,sbcD
FY484_RS05060,dtpA,0,1482,FY484_RS05060-MONOMER,,dtpA
FY484_RS18865,VC_A0991,945383,946310,FY484_RS18865-MONOMER,,AE003853.1
FY484_RS07510,VC_1492,1597580,1602422,FY484_RS07510-MONOMER,,AE003852.1
FY484_RS09650,VC_1931,2082316,2083843,FY484_RS09650-MONOMER,,AE003852.1
FY484_RS11700,VC_2352,2508451,2509708,FY484_RS11700-MONOMER,,AE003852.1
FY484_RS00555,VC_0106,101957,102389,FY484_RS00555-MONOMER,,AE003852.1
FY484_RS13760,VC_2760,2945748,2946657,FY484_RS13760-MONOMER,,AE003852.1
FY484_RS02865,cysT,0,852,FY484_RS02865-MONOMER,,cysT
FY484_RS16535,VC_A0498,431304,431826,FY484_RS16535-MONOMER,,AE003853.1
FY484_RS04960,cysZ,0,753,FY484_RS04960-MONOMER,,cysZ
FY484_RS18765,VC_A0971,917881,918322,FY484_RS18765-MONOMER,,AE003853.1
FY484_RS07400,VC_1470,0,552,FY484_RS07400-MONOMER,,VC_1470
FY484_RS09560,lapB,0,1170,FY484_RS09560-MONOMER,,lapB
FY484_RS11610,VC_2334,2484429,2485413,FY484_RS11610-MONOMER,,AE003852.1
FY484_RS00460,tatA,0,249,FY484_RS00460-MONOMER,,tatA
FY484_RS02775,tsaD,0,1020,FY484_RS02775-MONOMER,,tsaD
FY484_RS13615,VC_2743,2916128,2916683,FY484_RS13615-MONOMER,,AE003852.1
FY484_RS16410,VC_A0476,419372,419786,FY484_RS16410-MONOMER,,AE003853.1
FY484_RS04875,rlmH,0,471,FY484_RS04875-MONOMER,,rlmH
FY484_RS18690,cheV4,0,921,FY484_RS18690-MONOMER,,cheV4
FY484_RS07280,rtxB,0,2106,FY484_RS07280-MONOMER,,rtxB
FY484_RS09475,lpoB,0,591,FY484_RS09475-MONOMER,,lpoB
FY484_RS11525,csdA,0,1212,FY484_RS11525-MONOMER,,csdA
FY484_RS00365,VC_0067,66323,68117,FY484_RS00365-MONOMER,,AE003852.1
FY484_RS02670,VC_0502,534197,534722,FY484_RS02670-MONOMER,,AE003852.1
FY484_RS13535,gspK,0,885,FY484_RS13535-MONOMER,,gspK;FY484_RS03245
FY484_RS16195,relB3,0,249,FY484_RS16195-MONOMER,,relB3
FY484_RS04785,VC_0931,996655,997972,FY484_RS04785-MONOMER,,AE003852.1
FY484_RS18605,VC_A0936,887417,888356,FY484_RS18605-MONOMER,,AE003853.1
FY484_RS07190,VC_1430,1528039,1528843,FY484_RS07190-MONOMER,,AE003852.1
FY484_RS09390,kdsB,0,759,FY484_RS09390-MONOMER,,kdsB
FY484_RS11425,nqrM,0,198,FY484_RS11425-MONOMER,,nqrM;FY484_RS06690
FY484_RS00250,FY484_RS00250,0,477,FY484_RS00250-MONOMER,,FY484_RS00250
FY484_RS02570,mscS,0,864,FY484_RS02570-MONOMER,,mscS
FY484_RS13445,gmk,0,624,FY484_RS13445-MONOMER,,gmk
FY484_RS16055,VC_A0420,386383,386779,FY484_RS16055-MONOMER,,AE003853.1
FY484_RS04675,treC,0,1689,FY484_RS04675-MONOMER,,treC
FY484_RS18500,exbD1,0,417,FY484_RS18500-MONOMER,,exbD1
FY484_RS07095,vceB,0,1536,FY484_RS07095-MONOMER,,vceB
FY484_RS09305,VC_1859,1997947,2000068,FY484_RS09305-MONOMER,,AE003852.1
FY484_RS11345,ribD,0,1104,FY484_RS11345-MONOMER,,ribD
FY484_RS00160,VC_0031,27888,29535,FY484_RS00160-MONOMER,,AE003852.1
FY484_RS02485,pilU,0,1107,FY484_RS02485-MONOMER,,pilU
FY484_RS13355,pfkA,0,963,FY484_RS13355-MONOMER,,pfkA
FY484_RS15895,VC_A0395,370628,371468,FY484_RS15895-MONOMER,,AE003853.1
FY484_RS04595,thiI,0,1452,FY484_RS04595-MONOMER,,thiI
FY484_RS18405,VC_A0893,845557,846067,FY484_RS18405-MONOMER,,AE003853.1
FY484_RS06995,VC_1390,1480564,1481515,FY484_RS06995-MONOMER,,AE003852.1
FY484_RS09225,cydB,0,1137,FY484_RS09225-MONOMER,,cydB;FY484_RS09225
FY484_RS11265,ispC,0,1209,FY484_RS11265-MONOMER,,ispC
FY484_RS00045,VC_0009,5604,6276,FY484_RS00045-MONOMER,,AE003852.1
